dead_discard_biomass,effective_discard_mortality,f_scalar,fleet,predicted_landed_catch,season,sector,target_landed_catch,year
3.4692657974117154,0.6975,5.1826599618244856e-05,commercial,62.50000000000004,1,commercial,62.5,2000
0.5535118410830833,0.49750000000000005,1.4477174657944944e-05,charter,14.000000000000306,1,charter,14.0,2000
0.9870813181577534,0.3925,3.270796670769814e-05,recreational,31.600000000000406,1,recreational,31.6,2000
3.4639992887941857,0.6975,5.3162492549033505e-05,commercial,62.50000000000051,2,commercial,62.5,2000
0.8280688684673415,0.49750000000000005,1.4799624833360201e-05,charter,21.000000000000373,2,charter,21.0,2000
1.478414144746313,0.3925,3.355365882847525e-05,recreational,47.40000000000027,2,recreational,47.4,2000
3.4597248109825656,0.6975,5.4559547763225e-05,commercial,62.50000000000046,3,commercial,62.5,2000
0.8262950305757385,0.49750000000000005,1.5142536473910107e-05,charter,21.00000000000042,3,charter,21.0,2000
1.4766249594148129,0.3925,3.443789980197426e-05,recreational,47.40000000000053,3,recreational,47.4,2000
3.4562950030271473,0.6975,5.601757420961324e-05,commercial,62.500000000000234,4,commercial,62.5,2000
0.5499200240339972,0.49750000000000005,1.5505358814152295e-05,charter,14.000000000000332,4,charter,14.0,2000
0.9834613127620804,0.3925,3.536057525572577e-05,recreational,31.60000000000011,4,recreational,31.6,2000
3.5238370906143643,0.6975,5.2029282604284036e-05,commercial,63.69856384651058,1,commercial,63.69856384651051,2001
0.5599851179361485,0.49750000000000005,1.4364303907797582e-05,charter,14.261755757437083,1,charter,14.261755757436923,2001
0.9810938159438141,0.3925,3.213701696879205e-05,recreational,31.511931114103604,1,recreational,31.51193111410358,2001
3.521707373630537,0.6975,5.345640003335964e-05,commercial,63.69856384651094,2,commercial,63.69856384651051,2001
0.839111195312232,0.49750000000000005,1.4726411026113814e-05,charter,21.392633636155963,2,charter,21.39263363615538,2001
1.4707764370835967,0.3925,3.302050909105613e-05,recreational,47.26789667115593,2,recreational,47.26789667115536,2001
3.520116697643101,0.6975,5.493965430102563e-05,commercial,63.69856384651067,3,commercial,63.69856384651051,2001
0.8384678827340469,0.49750000000000005,1.5105842701564846e-05,charter,21.39263363615558,3,charter,21.39263363615538,2001
1.4701340746015226,0.3925,3.393864747270334e-05,recreational,47.267896671155704,3,recreational,47.26789667115536,2001
3.518981091610553,0.6975,5.647954310078994e-05,commercial,63.69856384651076,4,commercial,63.69856384651051,2001
0.5586747940585356,0.49750000000000005,1.5502491737770865e-05,charter,14.261755757437037,4,charter,14.261755757436923,2001
0.9797858652396289,0.3925,3.489174117113228e-05,recreational,31.51193111410389,4,recreational,31.51193111410358,2001
3.5990565013426297,0.6975,5.226997551079559e-05,commercial,64.60367746201995,1,commercial,64.60367746201975,2002
0.5722963072380014,0.49750000000000005,1.4360689505730443e-05,charter,14.494695842456057,1,charter,14.49469584245579,2002
0.9800813076455549,0.3925,3.1582807369714104e-05,recreational,31.257419617243123,1,recreational,31.25741961724312,2002
3.5986578576809807,0.6975,5.375699676622757e-05,commercial,64.60367746201995,2,commercial,64.60367746201975,2002
0.8582927260198738,0.49750000000000005,1.4748318850153503e-05,charter,21.742043763683935,2,charter,21.742043763683682,2002
1.4699745571226401,0.3925,3.248287699954451e-05,recreational,46.88612942586525,2,recreational,46.886129425864674,2002
3.59854448622245,0.6975,5.529744478769902e-05,commercial,64.60367746201986,3,commercial,64.60367746201975,2002
0.8582564209478368,0.49750000000000005,1.5151687955283159e-05,charter,21.74204376368375,3,charter,21.742043763683682,2002
1.4699413806380752,0.3925,3.341521078972917e-05,recreational,46.886129425864794,3,recreational,46.886129425864674,2002
3.598666784425087,0.6975,5.6892182024042334e-05,commercial,64.6036774620201,4,commercial,64.60367746201975,2002
0.572210260753939,0.49750000000000005,1.557090085501419e-05,charter,14.494695842456055,4,charter,14.49469584245579,2002
0.9800015315987648,0.3925,3.438032938492914e-05,recreational,31.257419617243137,4,recreational,31.25741961724312,2002
3.734911236080277,0.6975,5.226577259420011e-05,commercial,64.99373746651062,1,commercial,64.99373746651014,2003
0.5972779274637716,0.49750000000000005,1.438535883202443e-05,charter,14.673176787846671,1,charter,14.673176787846316,2003
0.9983118798074069,0.3925,3.100110944913694e-05,recreational,30.864483689389054,1,recreational,30.864483689389022,2003
3.7354961893197376,0.6975,5.378626925533212e-05,commercial,64.99373746651067,2,commercial,64.99373746651014,2003
0.8961672742386108,0.49750000000000005,1.4789677436991347e-05,charter,22.009765181769964,2,charter,22.009765181769474,2003
1.4977111245365633,0.3925,3.1904241658565254e-05,recreational,46.29672553408382,2,recreational,46.29672553408353,2003
3.73622154866649,0.6975,5.535844892993547e-05,commercial,64.9937374665104,3,commercial,64.99373746651014,2003
0.8964732830458462,0.49750000000000005,1.5208870715861886e-05,charter,22.00976518176975,3,charter,22.009765181769474,2003
1.4980089566645949,0.3925,3.283801640660035e-05,recreational,46.29672553408372,3,recreational,46.29672553408353,2003
3.737056855389473,0.6975,5.698337608151709e-05,commercial,64.99373746651064,4,commercial,64.99373746651014,2003
0.5978819595269237,0.49750000000000005,1.5643153767887826e-05,charter,14.67317678784645,4,charter,14.673176787846316,2003
0.9988994502164281,0.3925,3.3803063569226056e-05,recreational,30.86448368938909,4,recreational,30.864483689389022,2003
3.209926975729162,0.6975,4.699344313710595e-05,commercial,64.77324356706471,1,commercial,64.7732435670642,2004
0.5187188368170128,0.49750000000000005,1.3033077469607954e-05,charter,14.777550321091086,1,charter,14.77755032109065,2004
0.8473232697301125,0.3925,2.7529895234647793e-05,recreational,30.37638011728515,1,recreational,30.376380117284782,2004
3.210901642856477,0.6975,4.8379952299790543e-05,commercial,64.77324356706428,2,commercial,64.7732435670642,2004
0.7784885516935791,0.49750000000000005,1.3408657510141728e-05,charter,22.16632548163636,2,charter,22.166325481635972,2004
1.2713738354876534,0.3925,2.834307060853563e-05,recreational,45.56457017592733,2,recreational,45.56457017592717,2004
3.2119185267342907,0.6975,4.98119831431618e-05,commercial,64.77324356706471,3,commercial,64.7732435670642,2004
0.7789146224438236,0.49750000000000005,1.379723721251034e-05,charter,22.166325481636335,3,charter,22.166325481635972,2004
1.2717783019585285,0.3925,2.9182903981473003e-05,recreational,45.564570175927585,3,recreational,45.56457017592717,2004
3.212961866650078,0.6975,5.129059935750791e-05,commercial,64.77324356706421,4,commercial,64.7732435670642,2004
0.5195670012846096,0.49750000000000005,1.419906777483295e-05,charter,14.777550321090743,4,charter,14.77755032109065,2004
0.8481280612834678,0.3925,3.0050016655630216e-05,recreational,30.376380117285134,4,recreational,30.376380117284782,2004
3.5437856360733457,0.6975,4.623392033493729e-05,commercial,63.99618036025989,1,commercial,63.99618036025989,2005
0.5803832579264251,0.49750000000000005,1.2969882950197159e-05,charter,14.796326366201571,1,charter,14.796326366201413,2005
0.9303335280022149,0.3925,2.693859870493958e-05,recreational,29.846842323177142,1,recreational,29.846842323177,2005
3.5451787955913128,0.6975,4.761051729332147e-05,commercial,63.99618036026011,2,commercial,63.99618036025989,2005
0.8711648219723789,0.49750000000000005,1.3349664460844159e-05,charter,22.194489549302574,2,charter,22.19448954930212,2005
1.3960481783611998,0.3925,2.7741443182906136e-05,recreational,44.770263484766176,2,recreational,44.77026348476549,2005
3.5465639939154667,0.6975,4.903131864612354e-05,commercial,63.99618036026013,3,commercial,63.99618036025989,2005
0.8717497101757193,0.49750000000000005,1.3742092385424579e-05,charter,22.194489549302183,3,charter,22.19448954930212,2005
1.3965919239644273,0.3925,2.8570035029772817e-05,recreational,44.77026348476579,3,recreational,44.77026348476549,2005
3.547931139189453,0.6975,5.049743500078587e-05,commercial,63.99618036026013,4,commercial,63.99618036025989,2005
0.5815506365079641,0.49750000000000005,1.4147449786274142e-05,charter,14.79632636620171,4,charter,14.796326366201413,2005
0.9314183759865928,0.3925,2.9425019296230436e-05,recreational,29.846842323177256,4,recreational,29.846842323177,2005
3.5958932516858844,0.6975,4.488677362479102e-05,commercial,62.85280002015018,1,commercial,62.852800020149665,2006
0.5969112475097181,0.49750000000000005,1.274548194056535e-05,charter,14.727437941460867,1,charter,14.727437941460545,2006
0.9446979992772969,0.3925,2.6174029176526548e-05,recreational,29.334165061524647,1,recreational,29.334165061524573,2006
3.5975200419476323,0.6975,4.62311928949603e-05,commercial,62.85280002015024,2,commercial,62.852800020149665,2006
0.8960629761757759,0.49750000000000005,1.312255695152826e-05,charter,22.09115691219142,2,charter,22.091156912190815,2006
1.4176836455878967,0.3925,2.6958602146571857e-05,recreational,44.001247592287136,2,recreational,44.00124759228686,2006
3.599099712371186,0.6975,4.7618163165322105e-05,commercial,62.85280002014976,3,commercial,62.852800020149665,2006
0.8967375804727403,0.49750000000000005,1.3511878015478804e-05,charter,22.091156912190947,3,charter,22.091156912190815,2006
1.418301004664133,0.3925,2.776797921493152e-05,recreational,44.00124759228692,3,recreational,44.00124759228686,2006
3.600627459300997,0.6975,4.904880299551025e-05,commercial,62.852800020149786,4,commercial,62.852800020149665,2006
0.5982594830188667,0.49750000000000005,1.3913743627601283e-05,charter,14.727437941460881,4,charter,14.727437941460545,2006
0.9459314534638212,0.3925,2.8602810523099126e-05,recreational,29.334165061524818,4,recreational,29.334165061524573,2006
3.1222166845414496,0.6975,4.313174128103706e-05,commercial,61.62304193077654,1,commercial,61.62304193077595,2007
0.5231299940552566,0.49750000000000005,1.2355128399122416e-05,charter,14.578468705390923,1,charter,14.57846870539066,2007
0.8241211827218783,0.3925,2.5269794762817262e-05,recreational,28.894786976400212,1,recreational,28.894786976400198,2007
3.12383310989291,0.6975,4.442856390135877e-05,commercial,61.62304193077595,2,commercial,61.62304193077595,2007
0.7853925058350204,0.49750000000000005,1.272309619009199e-05,charter,21.867703058086246,2,charter,21.86770305808599,2007
1.236814836830834,0.3925,2.60300915722652e-05,recreational,43.34218046460067,2,recreational,43.34218046460029,2007
3.1253818370570405,0.6975,4.576604585071822e-05,commercial,61.62304193077627,3,commercial,61.62304193077595,2007
0.7860598434517178,0.49750000000000005,1.3102822128060587e-05,charter,21.867703058086533,3,charter,21.86770305808599,2007
1.2374206983739364,0.3925,2.6814202444310885e-05,recreational,43.34218046460083,3,recreational,43.34218046460029,2007
3.126862113573552,0.6975,4.7145287529802224e-05,commercial,61.623041930776125,4,commercial,61.62304193077595,2007
0.5244647553698639,0.49750000000000005,1.3494608193648835e-05,charter,14.578468705390712,4,charter,14.57846870539066,2007
0.8253327002330579,0.3925,2.7622770010524243e-05,recreational,28.894786976400397,4,recreational,28.894786976400198,2007
